Final,I1,I2,I3,I4,I5,I6,I7
Late,468,642.6,373.2,280.35,745.8,560.475,370.425
Late,360,529.2,298.8,224.55,613.8,447.975,305.325
Late,366,508.2,277.2,219.15,568.2,443.475,293.025
Late,384,522.9,299.4,224.775,568.5,439.9875,295.4625
Late,408,567,318,243.45,643.8,461.025,313.275
Late,396,527.1,295.8,218.025,612.3,470.8125,315.3375
Late,330,476.7,268.2,212.175,551.7,417.4875,287.9625
Late,468,898.8,439.2,435.6,943.2,627.3,390.3
Late,351,480.9,270.6,204.075,562.5,412.5375,280.3125
Late,471,651,366,279.45,744.6,549.225,364.275
Late,387,539.7,303,228.825,602.7,567.225,336.675
Late,405,651,337.2,245.25,631.8,465.525,375.15
Late,378,516.6,302.4,229.5,606,463.05,317.55
Late,522,655.2,350.4,235.8,580.8,426.6,305.4
Late,378,512.4,301.2,211.95,577.8,454.275,291.825
Late,456,642.6,366,274.05,744.6,549.225,366.675
Late,369,533.4,313.2,235.35,628.2,571.95,353.85
Late,408,571.2,312,238.5,632.4,575.1,335.7
Late,366,520.8,279.6,203.85,567,490.05,310.95
Late,405,569.1,322.2,240.525,615.9,472.1625,318.1875
Late,459,655.2,374.4,278.1,730.8,560.25,377.55
Late,360,514.5,305.4,272.25,670.2,479.925,311.175
Late,474,651,366,273.15,743.4,555.975,372.525
Late,366,493.5,344.4,227.25,579,440.325,293.175
Late,333,464.1,269.4,204.525,543.9,430.7625,298.3875
Late,393,560.7,306.6,222.975,614.1,471.4875,321.5625
Late,375,533.4,296.4,235.35,618.6,465.975,302.925
Late,393,539.7,397.2,256.05,622.2,452.925,285.375
Late,450,644.7,370.2,277.425,749.1,565.3125,376.8375
Late,474,646.8,375.6,280.35,741,558.675,368.625
Late,369,546,302.4,230.4,614.4,469.8,310.2
Late,459,644.7,373.8,275.175,738.9,554.2875,370.7625
Late,357,483,280.8,212.4,571.2,439.2,286.8
Late,408,571.2,315.6,231.75,601.8,447.075,305.025
Late,378,516.6,297.6,233.1,760.8,501.3,323.1
Late,372,543.9,300.6,230.625,597.9,465.4125,309.9375
Late,387,531.3,315,227.925,623.1,473.0625,302.8875
Late,372,535.5,316.2,305.55,736.2,495.675,320.025
Late,462,653.1,369,281.475,754.5,771.075,439.425
Late,360,522.9,309,235.575,611.7,465.1875,309.8625
Late,402,552.3,305.4,222.525,611.1,454.1625,296.5875
Late,405,535.5,316.2,230.175,604.5,449.8875,304.7625
Late,360,541.8,308.4,238.95,630.6,454.275,317.025
Late,465,653.1,371.4,279.675,754.5,569.1375,376.9125
Late,336,501.9,277.8,204.075,572.1,430.5375,295.9125
Late,378,554.4,304.8,230.4,602.4,441.9,309.3
Late,378,527.1,306.6,283.95,676.2,496.575,325.125
Late,366,518.7,304.2,233.775,614.1,457.0875,309.5625
Late,384,506.1,287.4,212.175,585.3,440.8875,363.525
Late,360,516.6,302.4,235.8,624,460.8,306
Late,402,541.8,314.4,231.3,603.6,454.95,318.45
Late,333,510.3,294.6,209.475,584.1,460.2375,345.225
Late,465,648.9,372.6,276.525,747.9,550.4625,369.4875
Late,387,554.4,312,237.6,614.4,469.8,317.4
Late,345,472.5,268.2,200.475,545.7,424.2375,284.2125
Late,369,508.2,290.4,212.4,549.6,407.7,272.7
Late,357,489.3,276.6,215.325,570.3,426.2625,294.4875
Late,474,653.1,371.4,281.475,737.7,550.2375,371.8125
Late,477,655.2,368.4,281.25,739.8,549.225,367.875
Late,387,554.4,303.6,231.75,606.6,472.275,306.225
Late,405,539.7,298.2,220.725,606.3,445.1625,306.7875
Late,384,546,312,232.2,609.6,457.2,286.8
Late,474,653.1,372.6,279.225,744.3,563.5125,378.6375
Late,330,485.1,271.8,211.725,575.1,413.6625,281.8875
Late,360,506.1,293.4,223.425,595.5,466.3125,306.6375
Late,453,638.4,370.8,274.05,737.4,546.525,372.975
Late,375,522.9,311.4,228.375,638.1,458.8875,318.5625
Late,381,512.4,295.2,211.5,548.4,410.85,283.35
Late,468,657.3,507.6,332.55,817.8,576.675,377.025
Late,453,640.5,372.6,279.225,737.1,559.0125,369.9375
Late,345,485.1,298.2,211.725,582.3,464.9625,316.9875
Late,360,493.5,294.6,215.775,561.3,408.4875,281.3625
Late,342,472.5,277.8,204.975,582.9,441.7875,298.4625
Late,378,546,403.2,265.5,642,471.15,317.85
Late,336,508.2,308.4,229.95,625.8,456.075,316.425
Late,321,472.5,263.4,197.775,637.8,458.775,282.525
Late,375,501.9,301.8,237.375,638.1,437.2875,292.1625
Late,456,648.9,371.4,279.675,732.9,552.0375,365.2125
Late,450,585.9,319.8,230.625,607.5,460.0125,306.9375
Late,324,487.2,284.4,242.1,584.4,440.55,339.3
Late,381,539.7,317.4,237.825,621.9,463.6125,300.9375
Late,408,550.2,310.8,240.75,637.8,465.975,312.525
Late,390,592.2,320.4,239.85,629.4,453.825,309.675
Late,477,657.3,370.2,277.425,741.9,559.0125,368.7375
Late,360,516.6,295.2,233.1,598.8,449.55,296.25
Late,372,520.8,289.2,261.9,630,468.45,291.75
Late,474,663.6,378,277.65,739.8,549.225,369.075
Late,402,560.7,317.4,238.725,632.7,478.4625,310.6875
Late,396,539.7,312.6,234.225,629.1,460.9125,313.2375
Late,396,520.8,302.4,231.3,598.8,424.35,278.25
Late,630,756,402,293.85,759,570.825,379.875
Late,477,667.8,378,276.75,738.6,559.575,373.725
Late,369,495.6,277.2,202.05,562.2,414.225,273.675
Late,372,543.9,312.6,233.325,635.1,454.1625,369.975
Late,360,522.9,306.6,235.575,604.5,455.2875,311.3625
Late,366,531.3,313.8,240.075,634.5,459.3375,310.3125
Late,366,489.3,294.6,222.075,581.7,434.1375,281.5125
Late,336,478.8,277.2,204.75,541.8,420.975,309.45
Late,360,516.6,297.6,229.5,618,447.75,313.65
Late,354,493.5,291,243.45,615,453.825,291.675
Late,414,560.7,307.8,227.025,595.5,424.9125,372.075
Late,414,550.2,306,219.15,558.6,427.275,290.025
Late,468,657.3,371.4,279.675,754.5,556.5375,373.9125
Late,462,642.6,367.2,280.8,753.6,552.6,371.4
Late,372,516.6,300,225.9,589.2,453.15,303.45
Late,381,522.9,307.8,230.625,619.5,473.5125,319.8375
Late,453,632.1,367.8,272.925,740.7,558.5625,367.3875
Late,408,564.9,321,237.375,614.1,448.0875,296.9625
Late,468,651,366,273.15,978,920.7,496.5
Late,372,506.1,295.8,218.925,601.5,455.9625,298.3875
Late,465,651,366,375.3,872.4,613.35,388.05
Late,474,646.8,366,272.25,744.6,556.425,365.475
Late,372,529.2,307.2,229.5,615.6,461.25,315.75
Late,405,548.1,300.6,235.125,603.9,462.2625,313.6875
Late,393,541.8,360,244.8,616.8,577.8,337.8
Late,453,642.6,369.6,279,744,550.8,372
Late,417,581.7,321,236.475,634.5,462.9375,309.1125
Late,345,499.8,278.4,220.5,594,447.75,282.45
Late,351,480.9,277.8,220.275,612.9,447.6375,287.2125
Late,360,518.7,311.4,273.15,669,466.875,310.425
Late,381,552.3,323.4,246.375,628.5,484.0875,311.3625
Late,360,525,302.4,231.3,756,519.3,329.1
Late,363,537.6,303.6,226.35,704.4,490.95,380.1
Late,474,646.8,364.8,273.6,724.8,558,367.2
Late,396,562.8,308.4,232.65,624.6,468.225,314.475
Late,372,520.8,295.2,266.4,864,559.8,331.8
Late,390,546,316.8,227.7,627.6,463.95,305.85
Late,396,546,308.4,228.15,609,451.575,305.325
Late,414,579.6,307.2,237.6,621.6,447.3,285.9
Late,345,510.3,294.6,224.775,570.9,431.8875,296.3625
Late,336,527.1,313.8,216.675,622.5,474.6375,293.8125
Late,330,491.4,295.2,214.2,628.8,451.8,287.4
Late,375,527.1,307.8,224.325,618.3,451.4625,300.4875
Late,366,525,302.4,217.8,559.2,407.7,290.7
Late,387,533.4,310.8,231.75,597,465.075,302.625
Late,381,535.5,306.6,224.775,626.1,474.1875,324.8625
Late,408,562.8,319.2,238.5,649.2,486.45,313.35
Late,330,489.3,281.4,215.325,570.3,428.0625,289.0875
Late,363,506.1,288.6,224.325,608.7,456.8625,309.4875
Late,375,541.8,307.2,234,600,453.6,297.6
Late,384,533.4,304.8,225,624,462.6,317.4
Late,471,655.2,508.8,330.3,810,573.75,371.25
Late,333,485.1,289.8,223.875,591.3,434.1375,313.425
Late,477,665.7,376.2,277.875,735.3,561.9375,378.1125
Late,477,648.9,373.8,280.575,743.7,552.4875,370.1625
Late,342,483,276,211.5,574.8,424.35,296.25
Late,453,644.7,373.8,373.95,873,611.775,386.325
Late,474,663.6,379.2,281.7,757.2,568.35,503.7
Late,330,478.8,300,230.4,576,430.2,282.6
Late,399,562.8,310.8,234.45,639,470.025,304.275
Late,333,476.7,285,213.975,549.3,411.1875,302.6625
Late,456,638.4,373.2,277.65,732.6,551.925,366.375
Late,351,495.6,290.4,211.5,601.2,441.45,300.75
Late,393,550.2,316.8,227.7,598.8,444.15,307.65
Late,381,520.8,333.6,235.8,607.2,440.1,299.1
Late,333,480.9,282.6,206.775,657,467.775,292.725
Late,369,537.6,301.2,270.9,670.8,490.95,324.45
Late,363,522.9,286.2,212.625,554.7,407.8125,267.9375
Late,345,487.2,283.2,219.6,590.4,421.2,277.2
Late,402,512.4,307.2,237.6,583.2,447.3,307.5
Late,375,546,302.4,230.4,614.4,468,315.6
Late,336,501.9,293.4,218.025,561.9,419.5125,285.0375
Late,378,520.8,295.2,280.8,700.8,493.2,320.4
Late,363,514.5,305.4,224.325,603.9,467.6625,319.0875
Late,393,548.1,318.6,238.275,615.3,475.5375,314.5125
Late,417,567,308.4,235.35,623.4,455.175,308.925
Late,405,543.9,307.8,227.925,613.5,471.2625,314.2875
Late,333,506.1,276.6,218.025,557.1,415.9125,270.6375
Late,378,499.8,289.2,212.85,576.6,419.625,313.35
Late,375,525,308.4,225.45,593.4,438.525,303.375
Late,342,474.6,274.8,215.55,568.2,512.55,372.9
Late,342,529.2,304.8,216,600,466.2,300.6
Late,330,493.5,288.6,220.725,575.1,426.2625,293.2875
Late,456,646.8,372,279,751.2,555.3,365.1
Late,474,653.1,366.6,274.275,728.1,550.2375,374.2125
Late,453,636.3,365.4,274.725,745.5,549.5625,369.1875
Late,396,569.1,329.4,239.625,626.7,481.6125,327.3375
Late,396,508.2,309.6,219.6,624,450,296.4
Late,363,537.6,302.4,231.3,618,465.75,320.85
Late,348,512.4,291.6,219.15,597,448.875,304.425
Late,339,485.1,280.2,212.175,578.1,441.7875,302.0625
Late,414,556.5,322.2,230.625,624.3,468.1125,310.8375
Late,384,512.4,280.8,207,554.4,416.7,290.1
Late,381,525,310.8,221.85,774,520.65,328.35
Late,450,632.1,371.4,275.175,748.5,566.8875,373.7625
Late,354,476.7,291,218.025,593.1,433.0125,295.5375
Late,405,569.1,316.2,227.475,608.1,447.6375,295.6125
Late,456,611.1,333,235.575,638.1,471.4875,323.9625
Late,408,546,306,233.55,633,476.775,316.125
Late,312,468.3,261,202.275,564.9,426.0375,287.2125
Late,378,518.7,311.4,234.675,634.5,477.3375,311.5125
Late,381,520.8,298.8,217.35,561,419.175,284.925
Late,366,535.5,303,227.925,630.3,479.3625,316.9875
Late,360,543.9,299.4,226.575,582.9,457.9875,317.0625
Late,384,529.2,298.8,234.45,636.6,460.125,303.375
Late,477,655.2,368.4,281.25,735,549.225,366.675
Late,408,550.2,315.6,234.45,610.2,471.825,302.475
Late,405,560.7,305.4,230.625,631.5,460.0125,309.3375
Late,459,644.7,371.4,277.875,740.1,556.5375,365.5125
Late,369,497.7,291,216.225,557.1,406.9125,336.075
Late,348,485.1,288.6,215.325,567.9,439.7625,282.1875
Late,372,520.8,297.6,221.4,768,520.2,318.6
Late,384,527.1,306.6,231.075,634.5,479.1375,306.1125
Late,378,596.4,309.6,216.9,746.4,517.5,327.3
Late,360,527.1,294.6,227.475,612.9,463.8375,311.8125
Late,414,541.8,321.6,241.2,624,482.4,400.8
Late,408,638.4,328.8,242.1,613.2,474.75,295.05
Late,342,489.3,276.6,210.825,552.3,412.3125,280.2375
Late,468,642.6,366,280.35,741,553.275,370.425
Late,474,661.5,372.6,282.825,741.9,562.6125,368.7375
Late,375,630,339.6,241.65,634.2,462.825,363.75
Late,405,541.8,312,230.4,624,457.2,307.2
Late,387,634.2,340.8,226.8,609.6,469.8,316.2
Late,453,856.8,426,300.15,781.8,572.175,377.925
Late,468,648.9,366.6,277.875,732.9,546.6375,363.4125
Late,372,520.8,348,244.8,592.8,432.9,299.1
Late,390,535.5,304.2,236.475,636.9,478.2375,311.8125
Late,387,535.5,312.6,233.325,606.3,452.3625,298.3875
Late,378,533.4,304.8,225,588,440.1,282.3
Late,414,558.6,306,236.25,619.8,457.425,313.275
Late,471,663.6,372,280.8,748.8,550.8,366
Late,384,516.6,292.8,270,664.8,463.5,309.3
Late,351,531.3,311.4,227.475,608.1,546.075,328.425
Late,456,638.4,373.2,278.55,753,568.575,371.925
Late,393,543.9,317.4,238.725,615.9,454.1625,295.3875
Late,636,774.9,409.8,292.275,766.5,557.4375,375.4125
Late,411,560.7,315,234.225,624.3,480.7125,305.4375
Late,354,478.8,268.8,270,660,477.9,304.5
Late,456,646.8,373.2,281.25,756.6,555.525,372.375
Late,465,655.2,375.6,276.75,745.8,565.875,374.625
Late,462,882,434.4,300.6,768,563.4,375
Late,345,487.2,273.6,224.1,608.4,474.75,305.85
Late,405,550.2,302.4,221.4,583.2,434.7,305.7
Late,372,541.8,301.2,225.45,607.8,449.325,311.775
Late,354,489.3,285,209.475,555.3,415.2375,286.0125
Late,462,640.5,372.6,279.225,744.3,561.7125,375.6375
Late,363,508.2,297.6,225.9,608.4,427.95,286.65
Late,477,651,366,278.55,741,560.475,370.425
Late,387,552.3,312.6,230.625,595.5,448.3125,301.8375
Late,414,579.6,321.6,245.7,651.6,492.75,313.05
Late,336,520.8,300,213.3,558,423.45,276.75
Late,366,495.6,294,213.75,592.2,447.075,294.225
Late,375,522.9,305.4,226.125,623.1,571.725,342.975
Late,366,522.9,293.4,228.825,624.3,473.5125,310.2375
Late,402,516.6,297.6,234,588,450.9,288.3
Late,462,644.7,373.8,275.175,734.1,561.4875,376.7625
Late,363,508.2,304.8,235.8,626.4,459.9,314.1
Late,450,634.2,370.8,274.05,744.6,561.825,375.675
Late,378,543.9,366,246.15,645,484.875,306.825
Late,468,655.2,370.8,274.95,743.4,564.975,374.325
Late,438,541.8,307.2,233.1,582,448.65,313.95
Late,462,651,376.8,281.7,757.2,568.35,370.65
Late,465,653.1,369,281.475,752.1,566.4375,519.225
Late,354,489.3,287.4,222.075,605.7,504.675,311.025
Late,387,531.3,303,231.525,625.5,473.9625,319.9875
Late,471,663.6,370.8,280.35,743.4,555.975,367.725
Late,408,552.3,304.2,229.275,598.5,460.2375,313.0125
Late,366,501.9,288.6,218.025,597.9,429.4125,291.9375
Late,387,525,315.6,229.05,605.4,529.65,337.35
Late,405,541.8,310.8,236.25,639,484.425,316.275
Late,360,514.5,380.4,254.25,648.6,488.025,321.075
Late,465,642.6,366,275.85,1018.8,666.45,585.9
Late,345,485.1,270.6,204.975,580.5,419.2875,281.3625
Late,381,506.1,281.4,213.525,565.5,426.2625,274.0875
Late,384,522.9,361.2,248.85,641.4,465.525,314.775
Late,378,554.4,303.6,222.75,613.8,478.575,321.525
Late,468,581.7,328.2,234.675,600.9,443.1375,348.225
Late,393,531.3,310.2,227.925,608.7,586.125,347.775
Late,405,539.7,311.4,234.675,617.7,467.4375,301.0125
Late,381,510.3,301.8,226.575,635.7,456.1875,304.4625
Late,456,638.4,373.2,276.75,748.2,762.75,436.65
Late,642,777,402,289.35,762.6,777.15,449.85
Late,363,510.3,277.8,205.875,543.3,408.9375,273.1125
Late,399,525,307.2,225,597.6,436.5,308.7
Late,414,739.2,355.2,257.4,631.2,486.9,326.7
Late,459,642.6,363.6,271.35,741,553.275,364.425
Late,420,558.6,318,231.75,597,445.275,311.625
Late,606,743.4,393.6,285.3,740.4,554.85,364.95
Late,375,514.5,382.8,351.9,778.8,526.05,425.1
Late,369,512.4,306,222.75,597,474.075,373.65
Late,369,531.3,311.4,231.975,623.7,473.2875,394.725
Late,453,632.1,366.6,273.375,729.3,554.2875,374.3625
Late,411,543.9,313.8,235.575,642.9,471.4875,310.7625
Late,384,541.8,306,225.45,607.8,472.725,307.575
Late,315,504,285.6,210.6,595.2,423,285
Late,333,476.7,291,213.525,582.3,419.9625,294.7875
Late,393,531.3,317.4,243.225,612.3,465.4125,301.5375
Late,393,529.2,286.8,223.65,600.6,432.225,290.475
Late,381,535.5,307.8,225.225,626.7,463.6125,300.9375
Late,396,548.1,310.2,225.225,590.7,437.5125,361.275
Late,408,516.6,307.2,215.1,584.4,462.15,313.65
Late,405,567,322.8,245.25,619.8,479.025,318.075
Late,333,474.6,274.8,202.95,534.6,411.075,322.05
Late,399,552.3,317.4,236.925,632.7,476.6625,317.2875
Late,369,533.4,303.6,232.65,610.2,455.625,315.075
Late,366,510.3,305.4,238.725,630.3,468.5625,320.5875
Late,372,527.1,304.2,232.875,634.5,473.7375,310.3125
Late,465,655.2,368.4,276.75,738.6,555.975,376.125
Late,369,497.7,297,214.875,616.2,438.075,300.825
Late,606,743.4,396,291.6,770.4,562.5,372.3
Late,414,560.7,321,231.975,623.7,460.6875,304.7625
Late,363,531.3,297,220.275,620.1,466.5375,309.1125
Late,642,766.5,408.6,289.125,747.9,557.6625,491.775
Late,363,535.5,300.6,227.925,625.5,475.7625,306.1875
Late,339,472.5,285,208.575,580.5,430.0875,295.7625
Late,384,533.4,309.6,228.6,600,450,308.4
Late,411,575.4,313.2,238.05,607.8,465.525,317.175
Late,399,556.5,305.4,233.325,599.1,442.4625,296.2875
Late,462,655.2,373.2,282.15,750.6,567.675,375.225
Late,411,577.5,313.8,242.775,626.1,474.1875,364.125
Late,363,527.1,310.2,227.925,630.3,470.3625,315.1875
Late,372,543.9,291,216.225,600.3,460.9125,301.2375
Late,459,644.7,365.4,277.425,734.7,545.5125,363.0375
Late,378,548.1,317.4,238.725,620.7,459.5625,311.5875
Late,450,630,362.4,272.7,742.8,561.15,371.85
Late,369,522.9,307.8,225.225,605.1,471.7125,313.2375
Late,393,560.7,309,231.975,616.5,456.1875,297.2625
Late,336,472.5,273,204.975,539.7,411.1875,278.6625
Late,342,489.3,276.6,216.225,573.9,442.0125,292.5375
Late,345,480.9,270.6,210.375,573.3,427.3875,340.125
Late,360,510.3,361.2,244.35,659.4,465.075,302.625
Late,381,520.8,290.4,211.5,572.4,443.25,282.15
Late,375,520.8,289.2,218.25,562.2,416.025,279.075
Late,477,663.6,369.6,277.2,746.4,562.5,368.7
Late,390,533.4,302.4,223.2,614.4,565.2,332.4
Late,477,663.6,372,274.5,745.2,560.25,370.35
Late,366,493.5,280.2,212.175,587.7,432.7875,288.2625
Late,384,550.2,301.2,227.25,607.8,456.525,312.975
Late,399,543.9,319.8,232.425,583.5,502.425,313.875
Late,402,663.6,456,286.2,698.4,503.1,317.7
Late,369,512.4,308.4,229.95,621,472.275,307.425
Late,450,634.2,361.2,276.75,750.6,567.675,380.025
Late,339,497.7,277.8,213.075,545.7,408.0375,312.825
Late,411,550.2,289.2,209.25,552.6,446.625,283.275
Late,330,474.6,271.2,204.3,536.4,422.55,287.25
Late,360,512.4,300,222.3,608.4,458.55,311.25
Late,456,651,374.4,281.7,757.2,555.75,371.25
Late,477,659.4,374.4,279.9,752.4,566.55,371.25
Late,384,630,339.6,247.95,654.6,477.675,316.425
Late,339,495.6,274.8,208.35,546.6,424.575,287.925
Late,450,642.6,372,277.2,739.2,547.2,370.8
Late,384,554.4,314.4,233.1,622.8,478.35,371.7
Late,360,512.4,303.6,222.75,606.6,470.475,304.425
Late,342,520.8,301.2,235.35,647.4,478.575,305.925
Late,357,529.2,289.2,231.75,618.6,435.375,310.725
Late,375,550.2,324,237.6,643.2,473.4,312.6
Late,417,573.3,318.6,228.375,606.9,448.9875,300.8625
Late,384,520.8,306,237.15,640.2,466.875,317.625
Late,330,491.4,289.2,217.35,565.8,444.375,282.525
Late,477,907.2,447.6,306.45,773.4,565.425,378.075
Late,477,667.8,374.4,277.2,746.4,564.3,375.3
Late,363,514.5,292.2,218.475,617.7,474.6375,315.4125
Late,408,562.8,313.2,233.55,582.6,436.275,278.625
Late,363,506.1,306.6,214.875,612.9,440.4375,287.2125
Late,360,504,309.6,225,607.2,468.9,305.1
Late,462,657.3,375,278.325,738.3,552.2625,365.2875
Late,471,646.8,367.2,280.8,734.4,556.2,376.2
Late,351,485.1,291,217.125,591.9,450.5625,304.9875
Late,477,661.5,379.8,285.525,745.5,553.1625,375.1875
Late,453,648.9,376.2,277.875,752.1,561.0375,367.0125
Late,339,499.8,276,218.7,594,426.15,290.85
Late,372,512.4,292.8,226.8,607.2,465.3,306.3
Late,456,638.4,364.8,279,736.8,555.3,368.7
Late,456,636.3,370.2,280.125,738.3,552.2625,370.0875
Late,354,493.5,295.8,216.225,597.9,461.8125,307.5375
Late,369,522.9,299.4,235.575,645.3,448.9875,292.4625
Late,462,653.1,377.4,278.325,752.7,557.6625,373.0875
Late,360,525,304.8,227.7,608.4,463.95,315.45
Late,363,501.9,282.6,218.475,562.5,419.7375,327.825
Late,636,764.4,409.2,288.45,756.6,560.925,369.375
Late,405,539.7,299.4,232.875,605.7,457.5375,297.7125
Late,474,663.6,376.8,381.6,876,611.1,389.7
Late,372,518.7,292.2,223.875,593.7,453.0375,297.4125
Late,393,550.2,308.4,229.05,607.8,463.725,302.175
Late,369,522.9,286.2,223.425,621.9,443.8125,308.7375
Late,381,531.3,307.8,240.525,642.3,482.0625,313.0875
Late,333,520.8,304.8,237.6,585.6,493.2,320.4
Late,384,537.6,297.6,221.4,619.2,459,305.4
Late,465,646.8,369.6,280.8,1027.2,667.8,411
Late,381,531.3,317.4,244.125,627.9,467.6625,371.775
Late,360,514.5,313.8,230.175,594.9,439.0875,303.5625
Late,363,527.1,306.6,228.375,611.7,466.9875,314.0625
Late,465,659.4,376.8,282.6,741.6,564.3,377.7
Late,459,642.6,487.2,322.2,808.8,589.5,377.7
Late,468,644.7,369,275.175,738.9,561.4875,369.5625
Late,384,546,310.8,229.05,605.4,452.025,298.275
Late,393,541.8,360,252.9,625.2,479.25,320.55
Late,648,774.9,407.4,408.15,911.4,617.175,392.925
Late,375,537.6,310.8,231.75,630.6,580.95,344.85
Late,375,535.5,304.2,232.875,622.5,460.2375,303.4125
Late,372,504,279.6,220.05,574.2,445.725,281.775
Late,378,655.2,339.6,244.35,637.8,460.575,305.925
Late,339,472.5,276.6,209.925,548.7,421.7625,276.1875
Late,375,541.8,301.2,234.45,643.8,482.625,408.15
Late,336,468.3,286.2,214.425,588.3,452.8125,291.3375
Late,354,483,273.6,203.4,544.8,400.5,283.5
Late,408,546,302.4,224.1,622.8,462.15,314.85
Late,465,640.5,367.8,278.325,733.5,552.2625,368.8875
Late,456,648.9,373.8,278.775,746.1,551.5875,366.2625
Late,402,541.8,309.6,224.1,618,481.95,308.25
Late,387,516.6,279.6,205.65,569.4,440.325,301.575
Late,360,485.1,273,215.775,582.9,448.9875,290.0625
Late,333,495.6,291.6,210.15,589.8,424.575,290.325
Late,387,522.9,301.8,223.875,617.7,447.6375,307.6125
Late,384,499.8,308.4,290.7,721.2,490.05,303.75
Late,378,543.9,306.6,226.575,616.5,468.7875,318.2625
Late,360,510.3,306.6,229.275,707.4,645.75,360.45
Late,468,655.2,367.2,381.6,873.6,601.2,385.2
Late,462,657.3,378.6,284.175,750.9,555.1875,371.0625
Late,474,648.9,365.4,273.825,729.9,559.9125,371.4375
Late,462,657.3,367.8,277.425,732.3,555.4125,374.7375
Late,468,655.2,373.2,275.85,730.2,543.825,363.675
Late,378,535.5,289.8,218.475,584.1,444.0375,281.2125
Late,366,514.5,282.6,208.575,554.1,432.7875,295.4625
