v1,v2
No spam,DO U WANT 2 MEET UP 2MORRO
No spam,Actually I decided I was too hungry so I haven't left yet :V
No spam,I've sent �_ my part..
No spam,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec �1.50ea. OTBox 731 LA1 7WS. )"
No spam,Understand. his loss is my gain :) so do you work? School?
No spam,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
No spam,"Hiya, probably coming home * weekend after next"
No spam,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
No spam,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
No spam,Ok both our days. So what are you making for dinner tonite? Am I invited?
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
No spam,I have no money 4 steve mate! !
No spam,IM LATE TELLMISS IM ON MY WAY
No spam,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
No spam,Normally i use to drink more water daily:)
No spam,Dare i ask... Any luck with sorting out the car?
No spam,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
No spam,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
No spam,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
No spam,I've been trying to reach him without success
No spam,when you and derek done with class?
No spam,Never y lei... I v lazy... Got wat? Dat day �_ send me da url cant work one...
No spam,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
No spam,Hey mate. Spoke to the mag people. We���re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. 
No spam,Hope you are having a good week. Just checking in
No spam,"Haha, my friend tyler literally just asked if you could get him a dubsack"
No spam,"\Hey! do u fancy meetin me at 4 at cha �� hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
No spam,Great. Have a safe trip. Dont panic surrender all.
No spam,"""""""""""""""""\SYMPTOMS"""""""""""""""""""""""""""""""" when U are in love: """"""""""""""""""""""""""""""""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"""""""""""""""""""""""""""""""""""""""""""""""""
No spam,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
No spam,Try to do something dear. You read something for exams
No spam,"""""""""""""""""""""""""""""""7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship""""""""""""""""""""""""""""""""... good morning dear"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
No spam,Gettin rdy to ship comp
No spam,I am in hospital da. . I will return home in evening
No spam,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
No spam,Think + da. You wil do.
No spam,I'm awake oh. What's up.
No spam,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
No spam,How much u trying to get?
No spam,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
No spam,Tell me again what your address is
No spam,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
No spam,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
No spam,But you were together so you should be thinkin about him
No spam,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
No spam,At WHAT TIME should i come tomorrow
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
No spam,\CHA QUITEAMUZING THAT��SCOOL BABE
No spam,Omg how did u know what I ate?
spam,"\URGENT! This is the 2nd attempt to contact U!U have WON �1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max�7. 50"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
No spam,:( but your not here....
No spam,Not directly behind... Abt 4 rows behind �_...
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
No spam,No plans yet. What are you doing ?
No spam,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
No spam,Not course. Only maths one day one chapter with in one month we can finish.
No spam,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
spam,"For ur chance to win a �250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
No spam,Noooooooo please. Last thing I need is stress. For once in your life be fair.
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. �1.50 increments. Help08718728876"
No spam,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
No spam,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
No spam,Have you not finished work yet or something?
No spam,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX �1.50
No spam,Right it wasnt you who phoned it was someone with a number like yours!
No spam,It's ok i wun b angry. Msg u aft i come home tonight.
No spam,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
No spam,Yo sorry was in the shower sup
No spam,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
No spam,Full heat pa:-) i have applyed oil pa.
No spam,I'm stuck in da middle of da row on da right hand side of da lt... 
No spam,Have you laid your airtel line to rest?
No spam,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
No spam,\Hey j! r u feeling any better
No spam,And I don't plan on staying the night but I prolly won't be back til late
No spam,THANX 4 PUTTIN DA FONE DOWN ON ME!!
No spam,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
No spam,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... "
No spam,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
No spam,We live in the next  &lt;#&gt; mins
No spam,Y de asking like this.
No spam,Just glad to be talking to you.
No spam,Wat time �_ finish?
No spam,Sorry da. I gone mad so many pending works what to do.
No spam,How much you got for cleaning
No spam,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
No spam,�� called dad oredi...
No spam,Good. do you think you could send me some pix? I would love to see your top and bottom...
No spam,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
No spam,"Sorry, I'll call later In meeting."
No spam,THIS IS A LONG FUCKIN SHOWR
No spam,"Received, understood n acted upon!"
No spam,They finally came to fix the ceiling.
No spam,"""""""""""""""""""""""""""""""U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham"""""""""""""""""""""""""""""""" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
No spam,Jus finish blowing my hair. U finish dinner already?
No spam,I'm on the bus. Love you
No spam,Lol ... I knew that .... I saw him in the dollar store
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed �1000 cash or �5000 prize!
spam,Todays Voda numbers ending with 7634 are selected to receive a �350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
No spam,Only saturday and sunday holiday so its very difficult:)
No spam,Everybody had fun this evening. Miss you.
No spam,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
No spam,"I'm in a meeting, call me later at"
No spam,Oh wow thats gay. Will firmware update help
